Name,LEC,LAB,SEM,EXAM
BIOC*2580*0105 (6731) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Mon02:30PM - 05:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0107 (6732) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Tues10:00AM - 12:50PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0109 (6733) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Tues10:00AM - 12:50PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0111 (6734) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Tues10:00AM - 12:50PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0113 (6735) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Tues01:30PM - 04:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0115 (6736) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Tues01:30PM - 04:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0117 (6737) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Tues01:30PM - 04:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0119 (6738) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Wed10:30AM - 01:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0121 (6739) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Wed10:30AM - 01:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0123 (6740) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Wed10:30AM - 01:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0125 (6741) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Wed02:30PM - 05:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0127 (6742) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Wed02:30PM - 05:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0129 (6743) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Wed02:30PM - 05:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0131 (6744) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Thur10:00AM - 12:50PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0133 (6745) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Thur10:00AM - 12:50PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0135 (6746) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Thur10:00AM - 12:50PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0137 (6747) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Thur01:30PM - 04:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0139 (6748) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Thur01:30PM - 04:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0141 (6749) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Thur01:30PM - 04:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0143 (6750) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Fri10:30AM - 01:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0145 (6751) Introduction to Biochemistry,"LEC Tues, Thur08:30AM - 09:50AMWMEM, Room 103","LAB Fri02:30PM - 05:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0206 (6752) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Mon10:30AM - 01:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0208 (6753) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Mon02:30PM - 05:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0210 (6754) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Mon02:30PM - 05:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0212 (6755) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Mon02:30PM - 05:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0214 (6756) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Tues08:30AM - 11:20AMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0216 (6757) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Tues08:30AM - 11:20AMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0218 (6758) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Tues08:30AM - 11:20AMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0220 (6759) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Tues01:30PM - 04:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0222 (6760) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Tues01:30PM - 04:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0224 (6761) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Tues01:30PM - 04:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0226 (6762) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Wed10:30AM - 01:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0228 (6763) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Wed10:30AM - 01:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0230 (6764) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Wed10:30AM - 01:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0232 (6765) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Wed02:30PM - 05:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0234 (6766) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Wed02:30PM - 05:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0236 (6767) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Wed02:30PM - 05:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0238 (6768) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Thur08:30AM - 11:20AMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0240 (6769) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Thur08:30AM - 11:20AMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0242 (6770) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Thur08:30AM - 11:20AMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0244 (6771) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Thur01:30PM - 04:20PMSSC, Room 3110",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0246 (6772) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Thur01:30PM - 04:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0248 (6773) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Thur01:30PM - 04:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0249 (6774) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Fri10:30AM - 01:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0251 (6775) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Fri02:30PM - 05:20PMSSC, Room 3111",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*2580*0253 (6776) Introduction to Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMROZH, Room 104","LAB Fri02:30PM - 05:20PMSSC, Room 3112",,EXAM Wed02:30PM - 04:30PM (2022/12/14)Room TB
BIOC*3560*01 (6777) Structure &amp; Function in Bioche,"LEC Mon, Wed, Fri10:30AM - 11:20AMWMEM, Room 103",,,EXAM Fri11:30AM - 01:30PM (2022/12/09)Room TB
BIOC*3570*0101 (6778) Analytical Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMCRSC, Room 117","LAB Mon01:30PM - 05:20PMSSC, Room 3101",,EXAM Sat02:30PM - 04:30PM (2022/12/10)Room TB
BIOC*3570*0102 (6779) Analytical Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMCRSC, Room 117","LAB Tues01:30PM - 05:20PMSSC, Room 3101",,EXAM Sat02:30PM - 04:30PM (2022/12/10)Room TB
BIOC*3570*0103 (6780) Analytical Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMCRSC, Room 117","LAB Wed01:30PM - 05:20PMSSC, Room 3101",,EXAM Sat02:30PM - 04:30PM (2022/12/10)Room TB
BIOC*3570*0104 (6781) Analytical Biochemistry,"LEC Tues, Thur11:30AM - 12:50PMCRSC, Room 117","LAB Thur01:30PM - 05:20PMSSC, Room 3101",,EXAM Sat02:30PM - 04:30PM (2022/12/10)Room TB
BIOC*4050*01 (6783) Protein &amp; Nucleic Acid Struc,"LEC Tues, Thur02:30PM - 03:50PMANNU, Room 156",,,EXAM Mon02:30PM - 04:30PM (2022/12/12)Room TB
BIOC*4520*01 (6784) Metabolic Processes,"LEC Mon, Wed, Fri12:30PM - 01:20PMANNU, Room 156",,,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
BIOL*1020*0101 (6785) Introduction to Biology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 100","LAB Wed10:30AM - 12:20PMSSC, Room 3315",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
BIOL*1020*0102 (6786) Introduction to Biology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 100","LAB Wed02:30PM - 04:20PMSSC, Room 3315",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
BIOL*1020*0103 (6787) Introduction to Biology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 100","LAB Thur02:30PM - 04:20PMSSC, Room 3315",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
BIOL*1050*0101 (6788) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Wed02:30PM - 04:20PMCRSC, Room 117",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1050*0102 (6789) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Fri02:30PM - 04:20PMCRSC, Room 117",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1050*0103 (6790) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Mon02:30PM - 04:20PMCRSC, Room 117",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1050*0104 (6791) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Mon08:30AM - 10:20AMCRSC, Room 117",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1050*0105 (6792) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Fri08:30AM - 10:20AMCRSC, Room 117",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1050*0106 (6793) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Wed08:30AM - 10:20AMCRSC, Room 117",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1050*0107 (6794) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Tues02:30PM - 04:20PMCRSC, Room 116",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1050*0108 (6795) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Mon07:00PM - 08:50PMCRSC, Room 117",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1050*0109 (9465) Biology of Managed Ecosystems,"LEC Mon, Wed, Fri11:30AM - 12:20PMWMEM, Room 103","LAB Wed07:00PM - 08:50PMCRSC, Room 117",,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
BIOL*1070*0101 (6796) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Mon10:30AM - 11:20AMSSC, Room 330",
BIOL*1070*0102 (6797) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Mon11:30AM - 12:20PMSSC, Room 330",
BIOL*1070*0103 (6798) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Mon01:30PM - 02:20PMSSC, Room 330",
BIOL*1070*0104 (6799) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Mon02:30PM - 03:20PMSSC, Room 330",
BIOL*1070*0105 (6800) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Tues09:30AM - 10:20AMSSC, Room 330",
BIOL*1070*0106 (6801) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Tues10:30AM - 11:20AMSSC, Room 330",
BIOL*1070*0107 (6802) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Tues11:30AM - 12:20PMSSC, Room 330",
BIOL*1070*0108 (6803) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Tues01:30PM - 02:20PMSSC, Room 330",
BIOL*1070*0109 (6804) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Tues02:30PM - 03:20PMSSC, Room 330",
BIOL*1070*0110 (6805) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Tues03:30PM - 04:20PMSSC, Room 330",
BIOL*1070*0111 (6806) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Wed10:30AM - 11:20AMSSC, Room 330",
BIOL*1070*0112 (6807) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Wed11:30AM - 12:20PMSSC, Room 330",
BIOL*1070*0113 (6808) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Wed01:30PM - 02:20PMSSC, Room 330",
BIOL*1070*0114 (6809) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Wed02:30PM - 03:20PMSSC, Room 330",
BIOL*1070*0115 (6810) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Thur09:30AM - 10:20AMSSC, Room 330",
BIOL*1070*0116 (6811) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Thur10:30AM - 11:20AMSSC, Room 330",
BIOL*1070*0117 (6812) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Thur11:30AM - 12:20PMSSC, Room 330",
BIOL*1070*0118 (6813) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Thur01:30PM - 02:20PMSSC, Room 330",
BIOL*1070*0119 (6814) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Thur02:30PM - 03:20PMSSC, Room 330",
BIOL*1070*0120 (6815) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Thur03:30PM - 04:20PMSSC, Room 330",
BIOL*1070*0121 (9455) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Mon12:30PM - 01:20PMSSC, Room 330",
BIOL*1070*0122 (9456) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Mon03:30PM - 04:20PMSSC, Room 330",
BIOL*1070*0124 (9458) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Wed12:30PM - 01:20PMSSC, Room 330",
BIOL*1070*0125 (9459) Discovering Biodiversity,"LEC Mon, Wed09:30AM - 10:20AMAD-S, Room VIRTUAL",,"SEM Wed03:30PM - 04:20PMSSC, Room 330",
BIOL*1080*0101 (6816) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Mon10:30AM - 11:20AMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0102 (6817) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Mon11:30AM - 12:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0103 (6818) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Mon01:30PM - 02:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0104 (6819) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Mon02:30PM - 03:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0105 (6820) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Tues09:30AM - 10:20AMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0106 (6821) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Tues10:30AM - 11:20AMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0107 (6822) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Tues11:30AM - 12:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0108 (6823) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Tues01:30PM - 02:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0109 (6824) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Tues02:30PM - 03:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0110 (6825) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Tues03:30PM - 04:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0111 (6826) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Wed10:30AM - 11:20AMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0112 (6827) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Wed11:30AM - 12:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0113 (6828) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Wed01:30PM - 02:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0114 (6829) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Wed02:30PM - 03:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0115 (6830) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Thur09:30AM - 10:20AMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0116 (6831) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Thur10:30AM - 11:20AMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0117 (6832) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Thur11:30AM - 12:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0118 (6833) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Thur01:30PM - 02:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0119 (6834) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Thur02:30PM - 03:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0120 (6835) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Thur03:30PM - 04:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0121 (9466) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Mon09:30AM - 10:20AMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0122 (9467) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMROZH, Room 104",,"SEM Mon12:30PM - 01:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0123 (9468) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Mon03:30PM - 04:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0124 (9469) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Tues04:30PM - 05:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0125 (9470) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Wed09:30AM - 10:20AMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
BIOL*1080*0126 (9471) Biological Concepts of Health,"LEC Mon08:30AM - 09:20AMROZH, Room 104LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Wed12:30PM - 01:20PMSSC, Room 3307",EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
